complex_names,EF_max,0.01,0.02,0.05,0.1,0.15,0.2,name
1AZS,2.0,0.0,0.0,0.0,0.4,0.5,0.6,
1CGI,2.0,1.0,1.0,1.2,1.368421052631579,1.4285714285714286,1.5675675675675675,
1CLV,2.0,2.0,2.0,1.7333333333333334,1.6666666666666667,1.6,1.6333333333333333,
1DE4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1E6E,2.0,0.0,1.0,1.5,1.75,1.8181818181818181,1.6,
1F51,2.0,2.0,2.0,2.0,1.0,0.6666666666666666,1.0,
1FAK,2.0,2.0,2.0,2.0,2.0,2.0,1.0,
1FLE,2.0,2.0,2.0,2.0,2.0,2.0,1.875,
1HCF,2.0,0.0,1.0,1.3333333333333333,1.6666666666666667,1.5555555555555556,1.4545454545454546,
1HE8,2.0,0.0,0.0,0.0,0.0,1.0,1.0,
1KTZ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1KXQ,2.0,0.0,0.0,1.3333333333333333,1.6,1.7142857142857142,1.8,
1LFD,2.0,0.0,1.0,1.0,1.25,1.1666666666666667,1.25,
1M10,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1VFB,2.0,0.0,1.0,1.5,1.25,1.3333333333333333,1.125,
1WDW,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1ZM4,2.0,0.0,0.0,0.0,1.0,1.1111111111111112,1.3333333333333333,
2A5T,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
2B42,2.0,0.0,0.0,0.0,0.2857142857142857,0.6,0.7692307692307693,
2FJU,2.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.26666666666666666,
2HRK,2.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.5,
2JEL,2.0,2.0,2.0,1.7777777777777777,1.8888888888888888,1.8461538461538463,1.8285714285714285,
2MTA,2.0,2.0,2.0,1.6666666666666667,1.8181818181818181,1.7647058823529411,1.8181818181818181,
2O8V,2.0,0.0,0.0,0.0,0.2,0.4,0.5,
2OOR,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
2OT3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
2PCC,2.0,0.0,0.0,0.0,0.2857142857142857,0.8,0.9230769230769231,
2SIC,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
7CEI,2.0,1.0,1.5,1.5,1.625,1.75,1.625,
1AK4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1B6C,2.0,0.0,0.0,0.4,0.6,0.8,0.9,
1BVK,2.0,0.0,1.0,1.0,1.1428571428571428,1.2727272727272727,1.2857142857142858,
1DFJ,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1E96,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1F34,2.0,2.0,2.0,1.0,1.5,1.3333333333333333,1.1428571428571428,
1FFW,2.0,0.0,0.0,0.5,0.4,0.5217391304347826,0.6,
1GP2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1GXD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1JIW,2.0,0.0,0.0,0.0,0.0,1.0,1.0,
1JK9,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1JPS,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1KAC,2.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.8571428571428571,
1KKL,2.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.5,
1OC0,2.0,0.0,0.0,0.0,0.36363636363636365,0.75,0.8571428571428571,
1OPH,2.0,0.0,1.0,1.6,1.6,1.7142857142857142,1.6842105263157894,
1PXV,2.0,2.0,2.0,2.0,1.0,1.0,0.6666666666666666,
1SBB,2.0,0.0,0.0,0.0,0.0,1.0,1.0,
1T6B,2.0,2.0,2.0,2.0,1.3333333333333333,1.5,1.6,
1XU1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1YVB,2.0,2.0,2.0,2.0,1.75,1.8333333333333333,1.875,
1Z5Y,2.0,2.0,1.0,1.5,1.5,1.6363636363636365,1.7333333333333334,
1ZHI,2.0,0.0,0.0,0.0,0.5,0.9090909090909091,0.9333333333333333,
2AJF,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.8,
2HMI,2.0,0.0,0.0,1.0,0.6666666666666666,1.0,1.2,
2OOB,2.0,2.0,2.0,2.0,2.0,1.6666666666666667,1.75,
2Z0E,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
3BP8,2.0,0.0,0.0,1.3333333333333333,0.8,1.1428571428571428,1.3333333333333333,
3D5S,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1AKJ,2.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.5,
1BVN,2.0,2.0,2.0,2.0,1.6666666666666667,1.6666666666666667,1.75,
1E4K,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1EER,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1EFN,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,
1EWY,2.0,0.0,0.6666666666666666,1.3333333333333333,1.2727272727272727,1.25,1.3636363636363635,
1FSK,2.0,2.0,1.3333333333333333,1.25,1.6,1.6363636363636365,1.6551724137931034,
1GL1,2.0,1.3333333333333333,1.6,1.8333333333333333,1.7391304347826086,1.7647058823529411,1.6888888888888889,
1H9D,2.0,0.0,0.0,0.6666666666666666,1.3333333333333333,1.25,1.0909090909090908,
1I2M,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1I9R,2.0,2.0,2.0,1.0,1.3333333333333333,1.5,1.6,
1J2J,2.0,1.0,1.0,1.3333333333333333,1.5294117647058822,1.44,1.393939393939394,
1JTG,2.0,2.0,2.0,2.0,1.7142857142857142,1.6363636363636365,1.5714285714285714,
1K4C,1.7777777777777777,0.0,0.0,0.0,0.8888888888888888,1.1851851851851851,1.3333333333333333,
1KLU,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1KXP,2.0,2.0,2.0,2.0,1.6,1.7142857142857142,1.8,
1MLC,2.0,0.0,1.0,0.8,0.6,0.8,0.9473684210526315,
1NW9,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1R6Q,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1TMQ,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1UDI,2.0,2.0,2.0,2.0,2.0,1.8181818181818181,1.7142857142857142,
1WEJ,2.0,1.0,1.3333333333333333,1.75,1.7333333333333334,1.7272727272727273,1.7333333333333334,
1XQS,2.0,0.0,1.0,1.3333333333333333,1.6666666666666667,1.7777777777777777,1.8333333333333333,
2ABZ,2.0,0.0,0.0,0.0,0.0,1.0,1.0,
2AYO,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
2B4J,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
2I9B,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
2IDO,2.0,2.0,2.0,0.6666666666666666,0.8,0.8571428571428571,1.1111111111111112,
3SGQ,2.0,2.0,2.0,1.6666666666666667,1.4545454545454546,1.125,1.2727272727272727,
1A2K,2.0,2.0,2.0,2.0,2.0,2.0,1.6,
1AVX,2.0,2.0,2.0,2.0,1.6923076923076923,1.5789473684210527,1.6923076923076923,
1AY7,2.0,2.0,1.0,1.5,1.4285714285714286,1.4545454545454546,1.2857142857142858,
1BJ1,2.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,
1DQJ,2.0,2.0,2.0,2.0,1.0,0.8333333333333334,0.875,
1EZU,2.0,2.0,2.0,2.0,2.0,2.0,1.75,
1GCQ,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,
1GLA,2.0,0.0,0.0,0.6666666666666666,0.8,0.5714285714285714,0.6666666666666666,
1GRN,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1HE1,2.0,2.0,2.0,2.0,2.0,1.3333333333333333,1.3333333333333333,
1HIA,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1JZD,2.0,0.0,0.0,1.0,1.3333333333333333,1.5,1.6,
1K5D,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1K74,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1MAH,2.0,1.0,0.6666666666666666,1.3333333333333333,1.2727272727272727,1.25,1.3333333333333333,
1OFU,2.0,2.0,2.0,1.3333333333333333,1.6,1.75,1.6,
1OYV,2.0,2.0,2.0,2.0,2.0,1.8181818181818181,1.8571428571428572,
1PVH,2.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,
1R0R,2.0,2.0,2.0,2.0,2.0,2.0,1.8333333333333333,
1S1Q,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,
1US7,2.0,2.0,2.0,2.0,2.0,1.75,1.4,
2BTF,2.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,
2C0L,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
2FD6,2.0,2.0,1.0,1.5,1.25,1.2727272727272727,1.4666666666666666,
2I25,2.0,1.0,0.6666666666666666,1.1428571428571428,1.1428571428571428,0.9523809523809523,0.8571428571428571,
2J0T,2.0,2.0,2.0,2.0,2.0,2.0,1.5,
2OUL,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
2SNI,2.0,2.0,2.0,2.0,1.75,1.8333333333333333,1.875,
3CPH,2.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,
1ACB,2.0,0.0,0.6666666666666666,1.4285714285714286,1.5384615384615385,1.4736842105263157,1.52,
1AHW,2.0,2.0,2.0,1.3333333333333333,1.6,1.7142857142857142,1.5555555555555556,
1ATN,2.0,0.0,0.0,0.0,0.0,0.0,0.5,
1BUH,2.0,0.0,0.0,0.0,0.2222222222222222,0.3076923076923077,0.35294117647058826,
1D6R,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1E6J,2.0,0.6666666666666666,0.4,0.6666666666666666,0.8333333333333334,0.7777777777777778,0.9787234042553191,
1EAW,2.0,2.0,2.0,2.0,1.9,1.793103448275862,1.794871794871795,
1FQ1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1GPW,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1I4D,2.0,2.0,2.0,1.0,0.6666666666666666,1.2,1.0,
1IJK,2.0,2.0,2.0,1.0,0.6666666666666666,1.0,0.8,
1IQD,2.0,2.0,1.3333333333333333,1.6666666666666667,1.6363636363636365,1.75,1.8095238095238095,
1JWH,2.0,2.0,2.0,2.0,1.6,1.7142857142857142,1.7777777777777777,
1MQ8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1N2C,2.0,0.0,0.0,0.0,0.0,1.0,1.0,
1N8O,2.0,2.0,2.0,1.5,1.75,1.8181818181818181,1.8666666666666667,
1NCA,2.0,2.0,2.0,1.0,0.6666666666666666,0.8,1.0,
1PPE,2.0,2.0,1.7777777777777777,1.8181818181818181,1.813953488372093,1.78125,1.811764705882353,
1QA9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1RV6,2.0,1.0,0.6666666666666666,0.6666666666666666,1.2727272727272727,1.1764705882352942,1.3636363636363635,
1WQ1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
1XD3,2.0,0.0,1.0,1.3333333333333333,1.6470588235294117,1.6,1.5757575757575757,
1Z0K,2.0,2.0,2.0,2.0,2.0,1.8,1.8461538461538463,
2HLE,2.0,2.0,2.0,2.0,2.0,2.0,1.7777777777777777,
